iter	Logloss
206	0.05349817196
207	0.05328983496
208	0.05300872282
209	0.05287034651
210	0.05248956832
211	0.05221414654
212	0.05162889141
213	0.05144533721
214	0.05115404973
215	0.05087467346
216	0.05079120563
217	0.05041232221
218	0.05010824801
219	0.04981822999
220	0.0495789223
221	0.04934077
222	0.04913167659
223	0.04871613522
224	0.04850425983
225	0.04817374871
226	0.04797174751
227	0.04775551548
228	0.04751499929
229	0.04730104819
230	0.04695452792
231	0.04669439032
232	0.04646191271
233	0.04623365434
234	0.04603515404
235	0.04587522827
236	0.0457158228
237	0.04539018298
238	0.04515118679
239	0.04494859977
240	0.04481781687
241	0.04461039263
242	0.04421122572
243	0.04397797879
244	0.04382748039
245	0.04370708712
246	0.04339618484
247	0.04313659843
248	0.0427779306
249	0.04253019594
250	0.04238255728
251	0.04218664416
252	0.04191696879
253	0.04166267153
254	0.04147647315
255	0.04137252814
256	0.04128193601
257	0.04102174786
258	0.0408183948
259	0.04053587643
260	0.04034831432
261	0.04011693662
262	0.0399128492
263	0.03980812151
264	0.03962066918
265	0.03939335669
266	0.03922198675
267	0.03888856541
268	0.03877101916
269	0.03866593356
270	0.03851907003
271	0.03838298054
272	0.03828219842
273	0.03811885917
274	0.03795126897
275	0.03783160418
276	0.03768050476
277	0.03756523825
278	0.03737399192
279	0.03719718763
280	0.03702470329
281	0.03691261838
282	0.03671117076
283	0.03655744944
284	0.03654722236
285	0.03633085722
286	0.03615709426
287	0.03605041615
288	0.03594764875
289	0.03577323294
290	0.03570522156
291	0.03561862618
292	0.03549931467
293	0.03537795572
294	0.03525948262
295	0.0352512077
296	0.03510834204
297	0.03494819544
298	0.034813566
299	0.03469933078
300	0.03457881557
301	0.03450215352
302	0.03438142369
303	0.03426608785
304	0.03413495548
305	0.03401943471
306	0.03391325072
307	0.03376150267
308	0.03365683755
309	0.03356297569
310	0.0333880532
311	0.03327071129
312	0.03309287372
313	0.03292207861
314	0.03287678402
315	0.03270036072
316	0.03257129133
317	0.03232717721
318	0.03222165084
319	0.03206135546
320	0.03192718678
321	0.03178292889
322	0.03158427901
323	0.03147926585
324	0.03137535006
325	0.0312625358
326	0.03116015329
327	0.03106275926
328	0.03079995249
329	0.03070878417
330	0.03061989233
331	0.03049555661
332	0.03042169955
333	0.03028932915
334	0.03020809298
335	0.03007641205
336	0.03004134334
337	0.02998838751
338	0.02989729912
339	0.02979017514
340	0.02974167125
341	0.02963163912
342	0.02946689197
343	0.02935919268
344	0.02926403692
345	0.02920904247
346	0.0291263121
347	0.02899178623
348	0.02890881449
349	0.0288306296
350	0.02872749617
351	0.02862157917
352	0.02849205245
353	0.0283251752
354	0.02826927445
355	0.02815597029
356	0.02791130985
357	0.02777971911
358	0.02767286253
359	0.02757472323
360	0.02750394221
361	0.02737366918
362	0.02730398576
363	0.02716981103
364	0.02707025125
365	0.02698583324
366	0.02693763472
367	0.02685428263
368	0.02676493839
369	0.02668007427
370	0.02660574969
371	0.02653008248
372	0.02644398503
373	0.02636825979
374	0.02626943254
375	0.02616430284
376	0.02603740827
377	0.02594610088
378	0.02587678811
379	0.02574234996
380	0.02568773682
381	0.02554920782
382	0.02549647497
383	0.02540248837
384	0.02532153074
385	0.02527278317
386	0.02518448089
387	0.0250194989
388	0.02495163414
389	0.02491748791
390	0.02483409506
391	0.02477802697
392	0.02471298861
393	0.02467588152
394	0.02463047365
395	0.02454655334
396	0.02445939037
397	0.02437715355
398	0.02429541451
399	0.02418790126
400	0.02414676359
401	0.02402520848
402	0.02397384054
403	0.02388338501
404	0.02385066841
405	0.02379568988
406	0.02376499996
407	0.02371094923
408	0.02366541686
409	0.0235953093
410	0.02355570881
411	0.02349688645
412	0.02346906964
413	0.02342709627
414	0.02329348435
415	0.02325592033
416	0.02317911229
417	0.02310606235
418	0.02304353244
419	0.02300904128
420	0.02290232424
421	0.02281649037
422	0.02276019819
423	0.02271173554
424	0.02266304577
425	0.02262718578
426	0.02251758926
427	0.02244912054
428	0.02240556063
429	0.02234407005
430	0.02225646137
431	0.02219114097
432	0.0221246549
433	0.02210996688
434	0.02202719146
435	0.02200997445
436	0.02199587448
437	0.02194973503
438	0.02192147347
439	0.02184212793
440	0.02178282857
441	0.02172369527
442	0.02166998231
443	0.02162381134
444	0.02158530702
445	0.02155949365
446	0.02153211842
447	0.02151072244
448	0.02146775416
449	0.02144022028
450	0.02140307681
451	0.021351336
452	0.02130459465
453	0.02127220046
454	0.02126391567
455	0.02124327292
456	0.02119306197
457	0.02118533657
458	0.02113950002
459	0.02108006963
460	0.02105643156
461	0.02101361771
462	0.02094632899
463	0.0208549732
464	0.0208152763
465	0.02078112553
466	0.02069483902
467	0.02066678428
468	0.0206286978
469	0.02059364717
470	0.02055331678
471	0.02051554108
472	0.02047457846
473	0.02039432764
474	0.02032205871
475	0.02024991556
476	0.02020849855
477	0.02013522182
478	0.02006692504
479	0.02001651914
480	0.01997635958
481	0.01993819923
482	0.01983030507
483	0.01979790466
484	0.01976847752
485	0.01972347126
486	0.01962271055
487	0.01957437375
488	0.01953561143
489	0.01950352291
490	0.0194772698
491	0.01942949502
492	0.01941157964
493	0.0193831724
494	0.01935748513
495	0.0193383798
496	0.019298809
497	0.01928036567
498	0.01922467189
499	0.0191634081
500	0.01913174118
501	0.0191044489
502	0.01908375894
503	0.01905476597
504	0.01899909193
505	0.01897048616
506	0.0189465198
507	0.01889014857
508	0.01884203642
509	0.01879060822
510	0.01876869393
511	0.01874287244
512	0.01869373433
513	0.01869370981
514	0.01865936464
515	0.0186040364
516	0.01856796395
517	0.01852522788
518	0.01850702289
519	0.01846904595
520	0.01843712334
521	0.01840602018
522	0.01836803704
523	0.01834029212
524	0.018314388
525	0.01829549379
526	0.01825593318
527	0.01822349376
528	0.01820058345
529	0.0181638966
530	0.01813720025
531	0.01810249319
532	0.0180855111
533	0.01806900505
534	0.01803716156
535	0.01801277791
536	0.01797245946
537	0.01792506519
538	0.01790263506
539	0.01785673976
540	0.01782653694
541	0.01778989913
542	0.01775958343
543	0.0177183191
544	0.01769484518
545	0.01767016986
546	0.01765827026
547	0.01762778787
548	0.01759669013
549	0.01757912723
550	0.01754629298
551	0.01753303324
552	0.01748409765
553	0.01745727297
554	0.01743577979
555	0.01741470439
556	0.01739049666
557	0.01735940736
558	0.01730337748
559	0.01727982984
560	0.01725662531
561	0.01720513884
562	0.01717989258
563	0.01715191171
564	0.01712284152
565	0.01711141844
566	0.01708844221
567	0.01705089149
568	0.01701713731
569	0.01699233461
570	0.01695398003
571	0.01692798962
572	0.01690800162
573	0.01689543875
574	0.01687016814
575	0.0168557374
576	0.01682918402
577	0.0168007744
578	0.01677939155
579	0.01674892508
580	0.01672323494
581	0.01670891853
582	0.01668133839
583	0.0166522077
584	0.01663050277
585	0.01657444822
586	0.01655103989
587	0.01651130176
588	0.01648000548
589	0.01646678237
590	0.01643912533
591	0.01642014897
592	0.01640313806
593	0.01640306912
594	0.01636981136
595	0.01634891507
596	0.01631121755
597	0.01628305422
598	0.01625327602
599	0.01623012339
600	0.01619858129
601	0.01617459439
602	0.01614510993
603	0.01611293194
604	0.01608653873
605	0.01605058313
606	0.0160263044
607	0.01600848422
608	0.01598322236
609	0.01594393799
610	0.01592621111
611	0.01589966266
612	0.01587950956
613	0.01586157253
614	0.01584340447
615	0.01582753097
616	0.0158226572
617	0.01580024474
618	0.01578386256
619	0.01576996566
620	0.01573273893
621	0.0156731803
622	0.01565926429
623	0.01564224081
624	0.01562456933
625	0.01560865603
626	0.0155777288
627	0.01556661284
628	0.01556356984
629	0.01554634591
630	0.01554622602
631	0.01553132387
632	0.015502083
633	0.01547442088
634	0.01547443091
635	0.01547433395
636	0.01547401393
637	0.01545680751
638	0.01544102444
639	0.01542004568
640	0.01540327422
641	0.01538487882
642	0.01537240957
643	0.01535662458
644	0.01533530304
645	0.01530038694
646	0.01527699501
647	0.01526471522
648	0.01525332096
649	0.0152271137
650	0.01519758642
651	0.01517294325
652	0.01515772347
653	0.01514356307
654	0.0151274334
655	0.01511039224
656	0.01507751595
657	0.01504991624
658	0.01502948181
659	0.01501659734
660	0.01499393938
661	0.01497628032
662	0.01495600654
663	0.0149359442
664	0.01493589038
665	0.01492431128
666	0.01488557125
667	0.01486932646
668	0.01484818689
669	0.01482978814
670	0.01480083004
671	0.01477836217
672	0.01475895864
673	0.01473978422
674	0.01472478255
675	0.01471341504
676	0.01470703131
677	0.0146888397
678	0.01468037731
679	0.01466070503
680	0.01466067701
681	0.01463828636
682	0.01462935398
683	0.01460993772
684	0.01460951023
685	0.01460608783
686	0.01460607366
687	0.01458928995
688	0.01458578205
689	0.0145582215
690	0.01454470432
691	0.01453080281
692	0.01452052335
693	0.01452048275
694	0.01450349445
695	0.01449121131
696	0.01447899744
697	0.01446954253
698	0.01446134602
699	0.01444365624
700	0.014413409
701	0.01438593411
702	0.01437130834
703	0.01436898338
704	0.01434275065
705	0.01432679898
706	0.01430574347
707	0.01427046453
708	0.01427022491
709	0.01426534334
710	0.01425618616
711	0.01425617454
712	0.0142429269
713	0.01423816983
714	0.0142381684
715	0.01423723925
716	0.01422183685
717	0.01422181121
718	0.0142216969
719	0.01420720965
720	0.01419509225
721	0.01419499959
722	0.01416185806
723	0.01413900729
724	0.01409675904
725	0.01409669551
726	0.01408332226
727	0.0140833057
728	0.01407071163
729	0.01407071338
730	0.01405480947
731	0.01404372615
732	0.01402623777
733	0.0140261545
734	0.01400895907
735	0.01400414261
736	0.01397879589
737	0.01397881086
738	0.01396141816
739	0.01395288875
740	0.01393685811
741	0.01391291005
742	0.01389771845
743	0.01389767451
744	0.01388033929
745	0.01388033929
746	0.01386527012
747	0.01385021512
748	0.0138247716
749	0.01380605124
750	0.01380603023
751	0.01380579237
752	0.01380577263
753	0.01379407507
754	0.01377966296
755	0.01376560526
756	0.0137445004
757	0.01372583418
758	0.01371244405
759	0.01371239517
760	0.01371238021
761	0.01369547518
762	0.01369546339
763	0.01369538204
764	0.01369523302
765	0.01368510847
766	0.01367671979
767	0.01366772564
768	0.01366035162
769	0.01365611772
770	0.01365608047
771	0.01365598478
772	0.01365599019
773	0.01365599019
774	0.01365593351
775	0.01365592715
776	0.0136433353
777	0.01364332304
778	0.01364328372
779	0.01364325331
780	0.01364326095
781	0.01364317864
782	0.01364295224
783	0.01364270164
784	0.0136402275
785	0.01363526441
786	0.01362082397
787	0.01362081537
788	0.01361126303
789	0.01361123055
790	0.01361126
791	0.01361118517
792	0.01361102103
793	0.01361102119
794	0.01361103169
795	0.01359345925
796	0.01359315675
797	0.01359315675
798	0.01359314513
799	0.01358243293
800	0.01358243802
801	0.01358240857
802	0.01358224904
803	0.01357373825
804	0.01357373825
805	0.01355412775
806	0.01353733066
807	0.01353730168
808	0.01352577305
809	0.01352575458
810	0.01352538521
811	0.01352533665
812	0.0135247826
813	0.01349589407
814	0.01349588149
815	0.01349587417
816	0.01349575524
817	0.01347867889
818	0.01347863543
819	0.01347857461
820	0.01347857302
821	0.01347852462
822	0.01347851984
823	0.01347854356
824	0.01346873537
825	0.01346873011
826	0.01346864828
827	0.01346863299
828	0.01346861532
829	0.01345172923
830	0.01343371323
831	0.01342068562
832	0.01341411196
833	0.01341408776
834	0.01341395991
835	0.01341391263
836	0.01341391008
837	0.01341389304
838	0.01341384687
839	0.0134138569
840	0.01341352654
841	0.01341347909
842	0.0134134689
843	0.01341346811
844	0.01341348578
845	0.01341348451
846	0.01341333389
847	0.01340274731
848	0.01340270528
849	0.01338997222
850	0.01338998925
851	0.01338995407
852	0.01338995247
853	0.0133899641
854	0.0133785813
855	0.0133785813
856	0.01337857207
857	0.01337388457
858	0.01337385401
859	0.01337382821
860	0.01337379159
861	0.01337382089
862	0.01337377902
863	0.01337372887
864	0.01336105487
865	0.0133610165
866	0.01336100997
867	0.01336098816
868	0.01336099883
869	0.0133609638
870	0.01336098895
871	0.01336095409
872	0.01336092654
873	0.01334141937
874	0.01332880826
875	0.01332877514
876	0.01332876718
877	0.01332873916
878	0.01332870222
879	0.01332867293
880	0.01332850209
881	0.01332848538
882	0.01332841899
883	0.01332840832
884	0.01332837218
885	0.01332837759
886	0.01331763307
887	0.01330238798
888	0.01328074626
889	0.01328072858
890	0.01328067111
891	0.01328070263
892	0.01327637161
893	0.01327635665
894	0.01327633882
895	0.01327624663
896	0.01327624616
897	0.01327619584
898	0.01327619393
899	0.01327621622
900	0.01327617562
901	0.01327614108
902	0.01327611608
903	0.01327611974
904	0.01327228498
905	0.01327230489
906	0.01327200605
907	0.01327197866
908	0.01327197404
909	0.01327192453
910	0.01327194809
911	0.0132719473
912	0.01327193997
913	0.01327191307
914	0.01327165164
915	0.01327151058
916	0.01327147476
917	0.01327148113
918	0.01327147603
919	0.01327144833
920	0.01327142397
921	0.01327137971
922	0.01327138401
923	0.01327134245
924	0.01327131587
925	0.01327135646
926	0.01327132542
927	0.01327125186
928	0.01327118468
929	0.01327118054
930	0.0132711963
931	0.01327108772
932	0.01324919683
933	0.01324884991
934	0.01323409964
935	0.01323407592
936	0.01322349411
937	0.01322346912
938	0.01322340273
939	0.01322335958
940	0.01322334987
941	0.01322334987
942	0.01322334987
943	0.01322333283
944	0.01322334812
945	0.01321470184
946	0.01321465679
947	0.01321465647
948	0.01321460011
949	0.01321461412
950	0.01320405922
951	0.01320403056
952	0.01320404362
953	0.01320391227
954	0.01320391959
955	0.01320391736
956	0.01320393137
957	0.01320375879
958	0.0131844312
959	0.01317966235
960	0.01317262363
961	0.01316124784
962	0.01316118941
963	0.0131612023
964	0.01316116234
965	0.01315435894
966	0.01313663858
967	0.01313663922
968	0.01313124228
969	0.01313124228
970	0.01312017632
971	0.0131034996
972	0.01310343336
973	0.01310342429
974	0.01310344483
975	0.0131033821
976	0.01310290415
977	0.01310294984
978	0.01310289603
979	0.0131028887
980	0.01310151503
981	0.01310149752
982	0.01310148335
983	0.01310148335
984	0.01310145453
985	0.01310141329
986	0.01310142269
987	0.01310141075
988	0.013101409
989	0.0130848754
990	0.01308113203
991	0.01306226504
992	0.01306224435
993	0.0130622652
994	0.0130622496
995	0.01304519857
996	0.01304517644
997	0.01304513568
998	0.01303254686
999	0.01301986936
